A_pos_peak_time,MAX_pos_peak_time,MIN_pos_peak_time,A_neg_peak_time,MAX_neg_peak_time,MIN_neg_peak_time,A_close time,MAX_close time,MIN_close time,A_open time,MAX_open time,MIN_open time,A_blink time,MAX_blink time,MIN_blink time,A_peak ratio,MAX_peak ratio,MIN_peak ratio,A_peak dist ratio,MAX_peak dist ratio,MIN_peak dist ratio,A_area ratio,MAX_area ratio,MIN_area ratio,Label
48.8,36.4,86.4,175.6,262.0,2.5,0.28,1.41,54.0,40.0,94.0,190.0,284.0,2.96,0.31,1.49,44.0,32.0,80.0,156.0,242.0,2.29,0.27,1.35,2.0
47.6,36.0,81.2,156.8,238.0,2.51,0.29,1.43,54.0,44.0,90.0,168.0,258.0,2.81,0.35,1.57,40.0,28.0,74.0,146.0,226.0,2.15,0.26,1.31,2.0
46.0,39.2,80.0,165.2,245.2,2.61,0.3,1.42,56.0,44.0,88.0,180.0,262.0,2.79,0.35,1.45,38.0,32.0,66.0,142.0,208.0,2.43,0.27,1.36,2.0
44.0,42.0,85.6,140.8,226.4,2.16,0.37,1.4,54.0,56.0,114.0,178.0,276.0,2.53,0.58,1.75,38.0,30.0,68.0,112.0,206.0,1.63,0.27,1.02,2.0
55.2,39.6,88.0,161.2,249.2,2.33,0.29,1.43,90.0,46.0,112.0,178.0,266.0,2.83,0.35,1.59,40.0,32.0,68.0,138.0,236.0,1.83,0.25,1.23,2.0
46.0,40.8,81.2,175.6,256.8,2.73,0.3,1.39,58.0,44.0,94.0,182.0,276.0,2.77,0.31,1.44,40.0,38.0,74.0,166.0,246.0,2.67,0.28,1.28,2.0
45.2,44.4,83.6,175.6,259.2,2.59,0.32,1.43,46.0,54.0,92.0,190.0,270.0,2.79,0.39,1.52,44.0,36.0,80.0,162.0,248.0,2.32,0.28,1.38,2.0
52.8,35.6,84.8,164.4,249.2,2.52,0.27,1.39,58.0,42.0,100.0,182.0,280.0,2.98,0.3,1.44,48.0,28.0,70.0,150.0,226.0,2.31,0.24,1.36,2.0
46.8,39.2,82.0,168.8,250.8,2.46,0.3,1.34,56.0,46.0,94.0,196.0,290.0,2.63,0.34,1.41,38.0,34.0,68.0,150.0,218.0,2.29,0.25,1.28,2.0
47.2,40.4,82.0,176.0,258.0,2.61,0.29,1.35,50.0,46.0,92.0,190.0,282.0,2.99,0.32,1.42,44.0,34.0,72.0,162.0,234.0,2.37,0.24,1.26,2.0
46.0,37.6,80.8,159.2,240.0,2.42,0.3,1.4,56.0,42.0,84.0,188.0,266.0,2.65,0.35,1.44,38.0,34.0,76.0,140.0,216.0,2.26,0.27,1.38,2.0
43.2,40.8,80.8,168.8,249.6,2.51,0.31,1.37,52.0,52.0,86.0,174.0,256.0,2.81,0.35,1.45,36.0,34.0,78.0,160.0,238.0,2.24,0.25,1.3,2.0
48.4,42.0,80.8,164.8,245.6,2.34,0.3,1.32,54.0,50.0,84.0,196.0,280.0,2.52,0.33,1.4,42.0,32.0,78.0,154.0,234.0,2.22,0.26,1.27,2.0
48.8,36.0,83.2,162.4,245.6,2.43,0.29,1.37,52.0,40.0,88.0,174.0,262.0,2.75,0.3,1.47,46.0,34.0,76.0,152.0,230.0,2.3,0.26,1.31,2.0
56.4,42.8,92.0,173.6,265.6,2.43,0.3,1.35,78.0,48.0,118.0,188.0,284.0,2.76,0.33,1.42,44.0,36.0,82.0,162.0,244.0,2.04,0.28,1.25,2.0
53.2,38.0,86.0,172.0,258.0,2.43,0.27,1.34,60.0,40.0,96.0,182.0,266.0,2.87,0.3,1.4,46.0,34.0,74.0,162.0,246.0,1.83,0.26,1.29,2.0
386.8,1390.8,1896.8,1491.2,3388.0,0.56,0.84,3.3,1758.0,1748.0,2574.0,2012.0,3738.0,0.93,0.98,13.41,40.0,384.0,1594.0,440.0,3014.0,0.29,0.4,0.2,3.0
42.0,76.8,120.8,185.2,306.0,2.11,0.49,1.04,58.0,152.0,200.0,244.0,444.0,2.29,0.66,1.07,32.0,46.0,86.0,162.0,248.0,1.77,0.4,0.97,3.0
45.2,68.4,111.6,174.4,286.0,2.14,0.45,1.08,68.0,118.0,166.0,232.0,398.0,2.38,0.55,1.16,36.0,36.0,80.0,140.0,222.0,1.87,0.34,1.02,3.0
42.0,57.6,95.6,169.2,264.8,2.33,0.41,1.09,46.0,78.0,112.0,186.0,294.0,2.64,0.5,1.11,38.0,42.0,82.0,156.0,238.0,1.97,0.34,1.04,3.0
46.0,551.6,630.0,642.0,1272.0,1.79,0.63,0.98,62.0,1450.0,1578.0,1486.0,3064.0,2.9,0.97,1.14,40.0,40.0,88.0,164.0,252.0,0.26,0.35,0.74,3.0
42.4,74.4,104.8,184.4,289.2,2.37,0.47,1.1,46.0,96.0,124.0,204.0,328.0,3.16,0.54,1.15,38.0,56.0,98.0,158.0,256.0,1.75,0.42,1.04,3.0
39.2,111.6,148.8,243.2,392.0,2.8,0.56,1.08,50.0,150.0,190.0,266.0,456.0,3.53,0.66,1.31,34.0,84.0,118.0,210.0,328.0,2.25,0.5,0.92,3.0
45.6,179.2,246.4,305.2,551.6,1.81,0.67,1.02,52.0,280.0,394.0,350.0,744.0,2.66,0.84,1.09,38.0,142.0,192.0,284.0,482.0,0.57,0.61,0.98,3.0
44.0,535.6,618.4,631.2,1249.6,1.31,0.74,1.02,50.0,2058.0,2198.0,2158.0,4356.0,2.02,0.97,1.1,36.0,96.0,134.0,200.0,334.0,0.49,0.58,0.95,3.0
50.0,51.6,100.8,143.2,244.0,1.93,0.4,1.38,64.0,100.0,146.0,160.0,288.0,2.18,0.77,2.0,24.0,36.0,82.0,136.0,220.0,1.56,0.29,1.12,4.0
46.0,45.2,78.0,136.0,214.0,1.98,0.36,1.22,52.0,54.0,86.0,164.0,246.0,2.21,0.43,1.45,34.0,32.0,64.0,106.0,170.0,1.69,0.31,1.03,4.0
56.8,37.6,87.2,117.6,204.8,1.61,0.33,1.36,76.0,46.0,104.0,130.0,226.0,1.89,0.4,1.51,46.0,30.0,74.0,98.0,192.0,1.34,0.29,1.23,4.0
49.6,47.6,88.4,135.2,223.6,1.83,0.39,1.26,78.0,58.0,112.0,178.0,260.0,2.41,0.47,1.39,34.0,40.0,74.0,118.0,192.0,1.45,0.34,1.16,4.0
49.2,38.4,88.4,134.8,223.2,1.87,0.35,1.3,62.0,46.0,112.0,154.0,240.0,2.22,0.39,1.5,42.0,34.0,78.0,124.0,212.0,1.52,0.32,1.17,4.0
43.2,38.4,75.2,135.2,210.4,2.02,0.33,1.26,48.0,48.0,86.0,156.0,242.0,2.18,0.36,1.58,38.0,30.0,66.0,112.0,186.0,1.72,0.29,1.15,4.0
46.4,40.0,79.2,133.2,212.4,2.03,0.35,1.24,52.0,52.0,92.0,152.0,236.0,2.33,0.45,1.48,42.0,34.0,68.0,90.0,170.0,1.54,0.28,1.13,4.0
49.6,48.0,84.0,148.4,232.4,2.02,0.35,1.17,56.0,66.0,96.0,168.0,264.0,2.3,0.41,1.26,42.0,38.0,66.0,130.0,196.0,1.53,0.32,1.1,4.0
50.4,36.8,84.8,125.6,210.4,2.33,0.34,2.39,58.0,42.0,112.0,154.0,240.0,3.31,0.47,7.19,44.0,28.0,70.0,62.0,174.0,1.79,0.27,1.14,4.0
46.4,42.8,80.8,139.2,220.0,2.1,0.35,1.29,50.0,58.0,88.0,172.0,260.0,2.35,0.39,1.76,40.0,34.0,72.0,88.0,168.0,1.92,0.33,1.03,4.0
45.6,42.4,75.2,135.6,210.8,2.03,0.34,1.27,48.0,48.0,84.0,148.0,224.0,2.26,0.38,1.44,40.0,38.0,64.0,124.0,192.0,1.83,0.3,1.03,4.0
46.8,47.2,84.0,152.0,236.0,2.16,0.35,1.18,52.0,64.0,90.0,184.0,272.0,2.44,0.4,1.3,42.0,32.0,70.0,132.0,202.0,2.03,0.3,1.12,4.0
50.4,32.8,78.8,140.0,218.8,1.89,0.28,1.13,54.0,40.0,80.0,154.0,232.0,2.16,0.31,1.24,46.0,30.0,76.0,122.0,200.0,1.67,0.26,1.08,4.0
49.6,42.8,78.8,141.6,220.4,2.03,0.33,1.14,54.0,48.0,84.0,156.0,236.0,2.23,0.37,1.25,46.0,36.0,72.0,120.0,200.0,1.75,0.27,1.06,4.0
49.6,36.8,77.6,130.8,208.4,1.96,0.31,1.17,60.0,42.0,88.0,142.0,228.0,2.17,0.34,1.28,42.0,34.0,68.0,112.0,184.0,1.66,0.29,1.09,4.0
47.6,34.4,72.8,131.6,204.4,2.01,0.29,1.13,54.0,42.0,78.0,138.0,210.0,2.21,0.34,1.27,44.0,30.0,70.0,122.0,194.0,1.9,0.26,1.07,4.0
45.2,38.4,73.2,125.2,198.4,2.15,0.33,1.38,50.0,48.0,78.0,144.0,222.0,2.47,0.37,2.01,40.0,30.0,68.0,104.0,178.0,2.04,0.31,1.12,4.0
44.4,33.6,71.2,130.4,201.6,2.17,0.3,1.34,48.0,44.0,74.0,138.0,212.0,3.09,0.34,2.03,42.0,22.0,66.0,122.0,194.0,1.67,0.25,1.06,4.0
53.6,84.4,115.2,176.8,292.0,2.67,0.5,1.43,64.0,126.0,138.0,226.0,364.0,3.59,0.55,1.79,36.0,54.0,92.0,142.0,234.0,1.64,0.44,1.24,5.0
58.0,53.6,90.4,156.8,247.2,2.33,0.35,1.35,72.0,64.0,102.0,170.0,264.0,3.02,0.38,1.45,44.0,36.0,76.0,124.0,200.0,1.77,0.33,1.27,5.0
58.4,42.4,92.0,146.4,238.4,2.06,0.32,1.37,68.0,58.0,102.0,164.0,260.0,2.64,0.35,1.47,44.0,32.0,72.0,134.0,206.0,1.79,0.3,1.22,5.0
55.2,71.2,104.8,165.6,270.4,2.07,0.45,1.48,74.0,86.0,114.0,180.0,294.0,2.34,0.5,1.66,44.0,54.0,90.0,152.0,242.0,1.69,0.4,1.29,5.0
51.6,69.2,96.0,161.2,257.2,2.29,0.44,1.46,60.0,86.0,106.0,194.0,292.0,2.72,0.46,1.8,42.0,54.0,76.0,124.0,200.0,1.63,0.4,1.26,5.0
50.8,95.2,146.4,162.8,309.2,2.19,0.53,1.67,66.0,238.0,372.0,274.0,646.0,3.3,0.84,2.45,38.0,34.0,76.0,98.0,174.0,0.37,0.39,0.75,5.0
31.2,537.2,594.0,579.2,1173.2,0.72,0.79,0.81,36.0,2014.0,2108.0,2040.0,4148.0,1.55,0.99,1.14,20.0,34.0,70.0,130.0,200.0,0.23,0.34,0.17,5.0
46.4,53.6,89.2,144.0,233.2,2.25,0.41,1.42,52.0,64.0,96.0,164.0,256.0,2.65,0.47,1.64,44.0,46.0,82.0,110.0,192.0,1.91,0.36,1.31,5.0
41.6,42.8,72.8,118.8,191.6,2.24,0.38,1.5,54.0,58.0,90.0,124.0,214.0,2.74,0.45,1.59,32.0,30.0,64.0,112.0,178.0,1.67,0.33,1.36,5.0
48.4,52.8,85.6,133.6,219.2,2.53,0.41,1.52,52.0,66.0,96.0,166.0,262.0,2.85,0.44,1.88,46.0,40.0,78.0,108.0,186.0,2.25,0.37,1.33,5.0
45.6,44.4,81.6,140.0,221.6,2.08,0.36,1.32,52.0,54.0,90.0,150.0,238.0,2.21,0.39,1.37,40.0,28.0,74.0,128.0,206.0,1.93,0.3,1.22,5.0
42.8,42.0,74.8,135.2,210.0,2.56,0.35,1.45,48.0,52.0,98.0,164.0,242.0,2.92,0.42,1.67,36.0,36.0,60.0,108.0,168.0,1.98,0.26,1.23,5.0
41.2,53.6,85.2,149.2,234.4,2.61,0.42,1.34,46.0,66.0,92.0,162.0,246.0,2.9,0.49,1.59,36.0,44.0,76.0,136.0,220.0,2.42,0.38,1.19,5.0
58.8,59.2,107.2,150.4,257.6,2.33,0.42,1.66,72.0,96.0,130.0,192.0,322.0,2.68,0.51,1.95,44.0,42.0,80.0,120.0,206.0,1.78,0.35,1.4,5.0
40.4,55.2,84.8,124.8,209.6,2.66,0.48,1.69,62.0,70.0,116.0,156.0,272.0,3.06,0.59,2.14,30.0,28.0,72.0,92.0,166.0,2.26,0.35,1.27,5.0
39.2,52.8,92.0,122.4,214.4,2.56,0.49,2.01,50.0,60.0,112.0,144.0,240.0,2.93,0.56,2.76,28.0,44.0,70.0,104.0,186.0,1.91,0.42,1.55,5.0
38.8,54.4,88.8,137.2,226.0,2.16,0.46,1.41,42.0,70.0,98.0,162.0,260.0,3.0,0.5,1.6,36.0,40.0,76.0,120.0,210.0,1.63,0.39,1.24,5.0
37.2,85.6,115.2,157.6,272.8,2.99,0.56,1.71,48.0,160.0,200.0,184.0,384.0,3.85,0.89,2.0,20.0,42.0,86.0,138.0,224.0,1.31,0.38,1.36,5.0
40.4,101.2,128.4,177.6,306.0,3.1,0.6,1.66,46.0,150.0,240.0,202.0,442.0,4.9,0.79,2.17,32.0,74.0,98.0,162.0,262.0,0.35,0.53,0.5,5.0
34.4,58.0,89.2,133.6,222.8,2.88,0.5,1.68,40.0,96.0,106.0,174.0,280.0,3.34,0.6,1.83,22.0,36.0,64.0,86.0,150.0,2.5,0.43,1.54,5.0
50.4,86.8,100.8,154.4,255.2,3.83,0.53,2.08,66.0,138.0,122.0,186.0,286.0,6.85,0.67,2.78,36.0,54.0,88.0,132.0,226.0,2.24,0.42,1.65,5.0
45.2,108.0,96.8,177.2,274.0,4.86,0.58,2.45,56.0,142.0,112.0,194.0,294.0,6.86,0.65,2.78,32.0,70.0,82.0,152.0,234.0,4.01,0.51,2.15,5.0
44.0,78.4,97.6,147.6,245.2,3.24,0.54,2.19,70.0,118.0,108.0,178.0,286.0,4.21,0.56,2.91,28.0,40.0,92.0,114.0,206.0,2.3,0.5,1.71,5.0
38.8,75.2,88.8,147.2,236.0,4.14,0.53,2.3,40.0,90.0,102.0,164.0,266.0,5.63,0.59,3.03,38.0,66.0,74.0,120.0,216.0,2.5,0.46,1.89,5.0
38.4,59.2,88.8,139.6,228.4,3.43,0.48,2.04,44.0,66.0,98.0,168.0,266.0,5.17,0.53,2.43,30.0,46.0,68.0,98.0,166.0,2.75,0.44,1.82,5.0
46.8,66.8,94.0,154.0,248.0,4.25,0.46,2.2,72.0,84.0,104.0,162.0,260.0,5.38,0.52,2.54,36.0,48.0,82.0,146.0,234.0,3.14,0.37,1.85,5.0
38.0,63.6,92.8,143.6,236.4,3.36,0.5,2.08,50.0,104.0,102.0,198.0,300.0,5.2,0.57,2.51,30.0,44.0,84.0,114.0,202.0,2.2,0.41,1.67,5.0
40.4,63.6,94.0,131.6,225.6,2.76,0.51,1.87,46.0,86.0,114.0,150.0,264.0,3.36,0.6,2.24,32.0,38.0,80.0,106.0,186.0,2.1,0.4,1.48,5.0
39.6,48.8,101.6,117.6,219.2,2.95,0.51,2.72,74.0,58.0,132.0,130.0,242.0,4.09,0.58,3.64,28.0,42.0,90.0,110.0,206.0,2.22,0.41,2.03,6.0
33.2,47.2,86.8,145.6,232.4,2.48,0.46,2.04,42.0,54.0,102.0,260.0,362.0,2.6,0.56,2.77,26.0,40.0,66.0,88.0,178.0,2.2,0.31,1.42,6.0
32.0,50.0,84.8,124.4,209.2,3.18,0.49,2.43,42.0,58.0,100.0,146.0,246.0,4.03,0.57,3.44,24.0,40.0,66.0,96.0,186.0,2.51,0.44,1.57,6.0
31.6,42.4,83.2,112.8,196.0,2.84,0.49,2.48,38.0,48.0,92.0,134.0,212.0,3.56,0.66,4.27,26.0,36.0,72.0,78.0,170.0,1.93,0.36,1.36,6.0
49.2,44.0,98.0,122.4,220.4,3.14,0.42,2.45,60.0,50.0,114.0,142.0,256.0,4.2,0.48,3.28,38.0,34.0,88.0,110.0,198.0,2.32,0.35,1.65,6.0
45.2,43.6,91.6,119.6,211.2,3.12,0.43,2.73,68.0,50.0,108.0,146.0,230.0,4.19,0.45,3.88,34.0,40.0,82.0,106.0,198.0,2.32,0.37,1.97,6.0
39.2,42.0,88.8,121.6,210.4,4.24,0.44,3.85,52.0,50.0,100.0,150.0,242.0,7.89,0.53,9.29,28.0,34.0,72.0,92.0,186.0,2.91,0.35,1.66,6.0
98.4,53.6,160.8,158.8,319.6,2.95,0.4,2.82,354.0,62.0,402.0,174.0,542.0,4.01,0.5,5.53,24.0,48.0,96.0,140.0,246.0,2.56,0.18,1.76,6.0
38.8,55.6,99.6,190.0,289.6,3.02,0.42,1.83,44.0,62.0,108.0,334.0,438.0,3.49,0.52,2.44,32.0,52.0,86.0,148.0,240.0,2.72,0.26,1.39,6.0
53.2,118.0,112.0,267.2,379.2,2.77,0.45,1.74,84.0,340.0,126.0,682.0,790.0,3.39,0.52,2.58,36.0,50.0,100.0,140.0,240.0,2.18,0.33,0.57,6.0
44.0,54.0,102.4,148.0,250.4,2.78,0.45,2.23,48.0,62.0,106.0,162.0,266.0,3.33,0.47,2.48,40.0,48.0,98.0,136.0,238.0,2.17,0.41,1.84,6.0
48.4,51.2,102.4,140.8,243.2,3.05,0.43,2.35,68.0,62.0,116.0,160.0,260.0,3.4,0.5,2.94,38.0,44.0,96.0,126.0,222.0,2.82,0.37,1.9,6.0
41.2,44.8,92.4,120.0,212.4,3.2,0.45,2.49,50.0,60.0,98.0,124.0,222.0,3.66,0.54,2.83,36.0,36.0,84.0,114.0,204.0,2.68,0.39,2.14,6.0
60.0,64.8,120.8,176.4,297.2,3.3,0.42,2.23,78.0,72.0,140.0,190.0,330.0,5.07,0.46,3.15,46.0,56.0,100.0,172.0,274.0,2.43,0.39,1.77,6.0
42.0,52.8,96.8,134.8,231.6,3.28,0.47,2.37,46.0,64.0,100.0,156.0,256.0,4.53,0.51,3.22,36.0,44.0,92.0,122.0,218.0,2.59,0.42,1.76,6.0
41.2,42.0,91.6,126.4,218.0,3.48,0.43,2.51,48.0,46.0,104.0,148.0,242.0,4.05,0.47,2.75,36.0,38.0,84.0,118.0,204.0,2.92,0.35,2.19,6.0
47.2,45.6,94.4,123.2,217.6,3.34,0.43,2.55,54.0,52.0,104.0,136.0,236.0,3.8,0.45,2.95,42.0,40.0,86.0,108.0,202.0,2.75,0.39,2.01,6.0
39.6,53.2,114.8,141.2,256.0,2.94,0.5,2.97,48.0,58.0,152.0,180.0,278.0,4.96,0.61,6.26,28.0,46.0,84.0,110.0,208.0,0.93,0.43,0.68,6.0
38.4,63.6,100.8,153.6,254.4,2.71,0.49,2.37,58.0,84.0,152.0,176.0,286.0,5.22,0.62,6.77,30.0,50.0,80.0,120.0,200.0,1.98,0.41,0.95,6.0
39.6,48.8,95.2,150.4,245.6,2.51,0.42,1.48,48.0,62.0,118.0,180.0,298.0,2.81,0.48,1.66,34.0,38.0,82.0,134.0,230.0,2.27,0.37,1.28,6.0
38.4,45.6,87.2,140.8,228.0,2.19,0.42,1.42,42.0,56.0,96.0,170.0,250.0,2.82,0.48,2.29,30.0,38.0,64.0,104.0,198.0,1.47,0.37,0.59,6.0
48.0,49.6,91.6,139.6,231.2,2.17,0.4,1.57,56.0,68.0,100.0,164.0,264.0,2.43,0.46,1.72,42.0,38.0,80.0,118.0,198.0,1.94,0.36,1.39,7.0
66.0,53.2,136.0,122.4,258.4,2.6,0.46,7.47,90.0,76.0,212.0,146.0,306.0,7.96,0.78,32.19,48.0,38.0,92.0,94.0,212.0,0.29,0.28,0.23,7.0
53.2,40.0,84.0,115.6,199.6,2.24,0.36,1.79,56.0,46.0,88.0,142.0,228.0,2.37,0.38,2.41,50.0,34.0,78.0,82.0,160.0,2.0,0.31,1.6,7.0
52.0,40.0,84.8,110.0,194.8,2.25,0.38,1.9,62.0,48.0,92.0,124.0,216.0,2.55,0.47,2.52,42.0,34.0,74.0,82.0,156.0,1.96,0.31,1.67,7.0
44.0,38.8,82.4,110.4,192.8,2.32,0.4,1.83,54.0,52.0,88.0,120.0,208.0,2.46,0.45,1.96,36.0,30.0,74.0,96.0,170.0,2.15,0.32,1.66,7.0
52.8,42.8,96.0,141.2,237.2,2.22,0.36,1.63,60.0,58.0,106.0,166.0,272.0,2.39,0.42,1.88,46.0,36.0,90.0,128.0,220.0,2.08,0.31,1.38,7.0
56.8,58.0,96.4,164.8,261.2,2.84,0.37,1.68,66.0,72.0,112.0,182.0,288.0,3.16,0.43,1.92,50.0,48.0,88.0,150.0,238.0,2.49,0.34,1.48,7.0
53.2,74.0,104.0,175.6,279.6,2.81,0.44,1.69,60.0,88.0,110.0,196.0,304.0,3.64,0.48,1.86,50.0,52.0,98.0,162.0,260.0,2.24,0.37,1.56,7.0
49.2,60.8,94.8,166.0,260.8,2.8,0.41,1.67,54.0,66.0,102.0,174.0,276.0,3.28,0.43,2.05,40.0,56.0,86.0,158.0,244.0,2.14,0.4,1.53,7.0
49.2,68.8,95.6,172.4,268.0,2.63,0.43,1.57,54.0,74.0,102.0,186.0,286.0,2.85,0.43,1.75,46.0,62.0,88.0,160.0,252.0,2.45,0.42,1.42,7.0
46.8,76.8,98.8,185.2,284.0,3.27,0.46,1.63,60.0,102.0,118.0,224.0,342.0,3.53,0.51,2.07,36.0,56.0,84.0,118.0,202.0,2.93,0.41,1.41,7.0
54.8,60.4,104.8,177.6,282.4,2.81,0.39,1.6,70.0,72.0,120.0,184.0,298.0,3.29,0.43,1.9,44.0,50.0,82.0,170.0,258.0,2.43,0.34,1.47,7.0
46.4,69.2,92.4,185.2,277.6,3.11,0.41,1.48,52.0,90.0,100.0,210.0,296.0,3.79,0.49,1.63,40.0,52.0,86.0,156.0,242.0,2.73,0.38,1.3,7.0
54.4,64.4,104.0,186.8,290.8,2.95,0.39,1.6,66.0,78.0,110.0,220.0,330.0,3.62,0.43,1.76,46.0,52.0,98.0,158.0,260.0,2.48,0.34,1.49,7.0
55.2,122.8,174.0,224.0,398.0,2.61,0.52,1.39,62.0,314.0,436.0,354.0,790.0,3.77,0.88,1.71,46.0,66.0,94.0,156.0,268.0,0.33,0.41,0.6,7.0
76.8,64.0,128.4,178.8,307.2,2.43,0.38,1.57,162.0,86.0,196.0,192.0,364.0,3.09,0.49,1.69,48.0,46.0,94.0,168.0,264.0,1.18,0.27,1.48,7.0
54.4,75.6,109.6,198.8,308.4,2.9,0.42,1.56,58.0,82.0,118.0,222.0,340.0,3.1,0.46,1.69,52.0,60.0,100.0,182.0,282.0,2.62,0.38,1.33,7.0
53.6,88.0,119.2,198.8,318.0,2.9,0.47,1.57,64.0,130.0,152.0,252.0,404.0,3.44,0.58,1.82,48.0,46.0,88.0,140.0,228.0,2.27,0.38,1.39,7.0
54.4,64.0,104.8,178.8,283.6,2.79,0.4,1.59,58.0,80.0,114.0,196.0,310.0,3.34,0.44,1.69,50.0,52.0,100.0,166.0,268.0,2.2,0.36,1.43,7.0
39.2,43.6,83.6,145.2,228.8,1.97,0.38,1.39,48.0,48.0,96.0,164.0,260.0,2.09,0.41,1.6,20.0,38.0,58.0,120.0,196.0,1.71,0.37,0.93,8.0
44.4,47.6,95.2,150.8,246.0,1.99,0.4,1.6,52.0,56.0,112.0,170.0,274.0,2.1,0.42,1.79,34.0,38.0,76.0,136.0,218.0,1.85,0.35,1.41,8.0
43.2,48.8,96.4,145.2,241.6,2.09,0.42,1.44,48.0,52.0,110.0,158.0,266.0,2.39,0.45,1.56,38.0,44.0,78.0,138.0,216.0,1.77,0.36,1.33,8.0
55.2,62.4,114.0,165.6,279.6,2.29,0.43,1.75,62.0,78.0,132.0,182.0,304.0,2.44,0.49,1.98,42.0,54.0,86.0,144.0,230.0,2.14,0.41,1.52,8.0
46.0,52.0,95.2,149.6,244.8,3.28,0.42,2.43,56.0,64.0,112.0,188.0,300.0,5.63,0.48,5.36,38.0,46.0,84.0,96.0,184.0,2.01,0.35,1.37,8.0
46.0,59.2,96.8,163.6,260.4,2.4,0.42,1.67,60.0,70.0,116.0,174.0,286.0,2.62,0.48,1.85,36.0,48.0,80.0,156.0,236.0,2.28,0.39,1.44,8.0
44.4,42.8,89.2,139.2,228.4,2.13,0.38,1.63,56.0,52.0,112.0,166.0,278.0,3.01,0.41,2.53,38.0,34.0,72.0,102.0,174.0,1.83,0.32,1.23,8.0
47.2,46.4,92.4,153.2,245.6,1.87,0.37,1.45,54.0,60.0,106.0,170.0,272.0,2.46,0.44,1.6,36.0,40.0,86.0,138.0,224.0,1.34,0.32,1.31,8.0
46.8,46.8,96.0,157.2,253.2,2.02,0.38,1.44,62.0,52.0,104.0,168.0,270.0,2.42,0.42,1.57,40.0,40.0,86.0,142.0,232.0,1.69,0.33,1.26,8.0
36.8,42.4,77.2,126.4,203.6,2.49,0.43,2.03,50.0,46.0,86.0,148.0,230.0,4.55,0.61,5.09,30.0,36.0,64.0,60.0,124.0,1.82,0.36,1.15,8.0
42.4,56.4,98.4,171.6,270.0,2.01,0.42,1.27,56.0,66.0,108.0,182.0,288.0,2.42,0.44,1.78,24.0,48.0,80.0,160.0,256.0,1.64,0.35,0.78,8.0
44.4,51.2,106.4,164.8,271.2,2.03,0.42,1.47,56.0,58.0,138.0,172.0,296.0,2.37,0.43,1.73,40.0,44.0,92.0,158.0,250.0,1.37,0.39,1.23,8.0
45.6,46.0,100.8,152.0,252.8,1.83,0.4,1.42,50.0,62.0,106.0,162.0,268.0,2.16,0.45,1.74,42.0,36.0,96.0,138.0,234.0,1.53,0.35,1.32,8.0
49.2,44.0,96.0,156.8,252.8,1.89,0.36,1.28,72.0,46.0,134.0,186.0,320.0,2.12,0.43,1.44,36.0,40.0,72.0,132.0,218.0,1.71,0.33,0.99,8.0
39.6,50.4,98.0,168.8,266.8,1.9,0.41,1.25,46.0,54.0,106.0,184.0,290.0,2.06,0.43,1.38,34.0,44.0,90.0,156.0,256.0,1.66,0.38,1.17,8.0
40.4,56.4,100.8,175.2,276.0,2.27,0.42,1.17,50.0,70.0,114.0,184.0,298.0,2.69,0.45,1.34,32.0,50.0,90.0,168.0,258.0,1.9,0.4,1.02,8.0
47.6,54.0,113.2,176.4,289.6,1.92,0.41,1.31,52.0,70.0,168.0,196.0,364.0,2.11,0.52,1.4,40.0,44.0,88.0,164.0,260.0,1.25,0.35,1.22,8.0
50.4,55.2,105.6,174.4,280.0,2.01,0.39,1.29,66.0,60.0,128.0,190.0,300.0,2.16,0.41,1.36,44.0,48.0,92.0,160.0,252.0,1.87,0.37,1.22,8.0
47.2,48.8,94.4,156.0,250.4,2.05,0.38,1.51,56.0,60.0,108.0,184.0,286.0,2.25,0.41,1.7,40.0,40.0,84.0,130.0,216.0,1.87,0.34,1.36,8.0
48.0,40.4,96.4,144.4,240.8,1.63,0.37,1.3,76.0,48.0,132.0,160.0,276.0,1.94,0.4,1.43,36.0,36.0,80.0,120.0,200.0,1.08,0.34,1.12,8.0
52.8,46.0,104.4,166.0,270.4,1.86,0.36,1.46,74.0,52.0,134.0,174.0,308.0,2.17,0.38,1.57,38.0,38.0,90.0,150.0,240.0,1.4,0.31,1.38,8.0
42.4,48.0,91.6,147.6,239.2,2.07,0.41,1.49,54.0,56.0,98.0,180.0,278.0,2.34,0.5,2.05,32.0,44.0,72.0,98.0,192.0,1.7,0.37,0.97,8.0
